DOCUMENT_NO,NARRATIVE,label,DEGREE_INJURY,IMMED_NOTIFY,ACTIVITY,OCCUPATION,SUBUNIT,CLASSIFICATION,MINE_ID,CONTRACTOR_ID,CAL_YR
220241660024,"Employee attempted to re-secure bolt on service truck air brake system, ring clamp released causing part of system to impact individual in face causing laceration to eyebrow and mild concussion.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",SURFACE AT UNDERGROUND,HANDLING OF MATERIALS,0500790,,2024
220242970017,10/12/24 the employee was cleaning out the building 3/4 debris and product on the ground using a rake hand tool. When the baghouse overflowed down on the employee getting product in their eyes and continued to work their shift. then on Sunday their eyes started to hurt so the employee went to the ER to get them check. On 10/21/2024 employee went back and was given a Prescription,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",MACHINERY,2600002,,2024
220243250020,"Employee was cutting rubber off the inside of a rubber lined pipe when the knife slipped out of the rubber. The blade cut through their glove, lacerating the employee's left forearm.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),2100820,,2024
220243190010,EE was opening a gate and got fingers caught between the pole for the gate and the fencing.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Miner, Prospector, NEC",SURFACE AT UNDERGROUND,HANDLING OF MATERIALS,1000088,,2024
220242360006,Maintenance mechanic pinched left pinky finger between the driveshaft yoke and the transmission driveshaft retainer cover while trying to reinstall the driveshaft on a D11 dozer in the shop. Pinch caused lacerations to left pinky finger that required sutures.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,4801180,,2024
220241660003,When first starting the unit at 7:15am a cloud of white smoke came out of the engine followed by a cloud of black smoke. Employee noticed the smoke and exited the excavator. The fire burned for 12 minutes before the local fire services arrived and put out the fire. No injuries or other equipment was involved.,1,ACCIDENT ONLY,MINE FIRE,NO VALUE FOUND,NO VALUE FOUND,MILL OPERATION/PREPARATION PLANT,FIRE,2103404,CE8,2024
220243260017,"While installing a bolt, EE pinched pinky finger between the plate and drill head. Which resulted in stitches.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Inserting bolt","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,MACHINERY,3609287,,2024
220240940012,We have a couple of smokers in our Anderson coal seam. We are needing more time to put them out because of where they are located. We have a dozer in the process of getting the smokers put out.,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,"STRIP, QUARY, OPEN PIT",FIRE,4801200,,2024
220242340011,"Helped a forklift operator position a 6"" wide/300 lb. flange I-beam onto a steel rack, placing theirleft hand underneath the I-beam and pushed with right hand while the forklift operator withdrew the forks. As the forks were removed, the I-beam rolled and pinched their right middle finger between it and a 4-inch I-beam positioned below it causing a laceration needing sutures.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Warehouse, Supply handler",MILL OPERATION/PREPARATION PLANT,POWERED HAULAGE,4801295,,2024
220242620011,Worker was working on installing a driveline on a DR412i equipment. One side was connected and the other end of the driveline fell. Worker's hands were trapped between driveline and pumps. Worker removed both hands after getting pinched adding to the injury. Worker climbed out of pump area and off the machine.,1,PERM TOT OR PERM PRTL DISABLTY,NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,2103403,A2A,2024
220241970010,"IE was loading pinner when a roof bolt plate slipped in IE's arms and Kevlar sleeve rolled up and the plate cut IE on left forearm. Unit 3 room #4, 1+80.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,HANDLING OF MATERIALS,1103235,,2024
220241940013,"An unplanned and reportable roof fall was discovered in the #4 entry at 184 1/2 break F-Mains. There were no injuries, no property damage, and the ventilation was not disrupted. This occurrence was immediately reported.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,4609028,,2024
220242780014,"Walking into a house of 14 6040 shovel two hoses hanging below the ceiling went to bend over to be below them and didn't bend low enough. Hit the top head with hard hat on into a hose, jarring neck popping neck 3 times. Employee got dizzy, back of their head was numb, fingertips were tingly/numb. was wearing a hard hat.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running",Welder (non-shop),"STRIP, QUARY, OPEN PIT",STRIKING OR BUMPING,2100282,DX1,2024
220242290036,3-man crew was troubleshooting the CKD system for the Kiln. Inspection door was removed from the horizontal rotary feeder to investigate the flow of material. Employee got their hand caught in the rotating equipment. Employee was taken to the local ER and received multiple stitches to the right middle finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",MILL OPERATION/PREPARATION PLANT,MACHINERY,1200063,,2024
220243240021,There was an unplanned roof fall at 20+60 between #5 and #6 entry in the 1st North. The fall was an estimated 50' long x 18' wide x 10' high.,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1517216,,2024
220240260004,"Employee stated that they had cut a hole in the top of a hydraulic oil container to fill the continuous miner with oil. After emptying the container, employee stated that they threw the container to the side and cut their right index finger on a jagged edge of the container. Employee was taken to hospital and received two (2) stitches.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",UNDERGROUND,HANDLING OF MATERIALS,1519869,,2024
220250030017,"Employee wearing a welding hood while grinding metal, received metal flakes onto eye.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Grinding,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,MACHINERY,4500983,,2024
220243520020,"Removing staple out of shield return hose. When staple came out line still had some pressure on it, causing hose to whip striking right side of face. Laceration to right eyebrow (5 stitches) and a hematoma under right eye.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Utility man, Errand boy, Service truck operator",UNDERGROUND,HANDLING OF MATERIALS,2401950,,2024
220241850040,"While checking Feeder Hopper, fell back and cut arm on expanded metal.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Inspect equipment or mine,Superintendent,"STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,1002332,,2024
220240160019,An unplanned ignition occurred on the 1 Left gate section while mining in the face of the #2 entry.,1,ACCIDENT ONLY,GAS OF DUST IGNITION,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,IGNITION OR EXPLOSION OF GAS OR DUST,4608864,,2024
220240720001,"The employee, wearing glasses and a face shield, was in the process of removing the kiln shelf feed door for inspection when dust unexpectedly puffed into both eyes from the opening on the feed shelf. The employee was prescribed eye drops on march 4th, 2024.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,2000038,,2024
220242060044,"A roof fall, approximately 70' long, occurred in the secondary escapeway at spad station 2319. The fall occurred in an isolated area of adverse roof which had deteriorated over time. This area had been mined approximately 12 years ago.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,3609407,,2024
220242360003,Drive motor belts broke on horizontal impact crusher. They wrapped around the shive. The first few belts were tough to cut. The second to last belt cut very easy because the last belt broke while cutting the second to last belt. Cut the inside of left forearm with razor knife. 8 stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),1100055,,2024
220240090015,"Small roof fall 1 east headgate, 2 entry, xcut 2. was approximately 20ft x 18 feet. From 1 foot to 6.5 feet high, this area is remote with weekly examiners checking weekly.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,2401950,,2024
220242400011,The employee was removing a sample from the pellet press machine when the sample cap contacted the control arm during extraction and was ejected from the machine striking the employee.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Office and lab work, Clerical","Quality control technician, Laboratory technician, Laboratory assistant",MILL OPERATION/PREPARATION PLANT,MACHINERY,1700022,,2024
220240220018,IE was plastering a wall and when IE smacked a hand against the wall. The liquid from the eagle seal got in left eye. IE was given prescription eye drops.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Ventilation maintenance,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,1103141,,2024
220243480004,Employee was cutting open a miner cable splice. The knife slipped and cut the top of EE's left hand. The employee was taken to Welch hospital were EE received five stitches. The employee returned to work later that evening.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Electrician, Lineman",UNDERGROUND,HANDTOOLS (NONPOWERED),4609474,,2024
220241520013,"Employee was closing a 2"" water valve. Employee's hand slipped off and hit piece of steel plate. Employee severely bruised two fingers on right hand.",0,ALL OTHER CASES (INCL 1ST AID),NO VALUE FOUND,Handling supplies or material,"Barge/Boat/Dredge/Towbarge/Towboat/Leach operator, Riverman, Deck hand",DREDGE,HANDLING OF MATERIALS,3800714,,2024
220243180025,"The plant loader loading one of our contractors haul truck had a big rock on the edge of the bucket. When EE went to dump the bucket into the bed of the haul truck, the big rock fell and landed on hydraulic cap and two steps on the walkway damaging the steps and hydraulic cap.",0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,"STRIP, QUARY, OPEN PIT",POWERED HAULAGE,4105232,,2024
220240990003,Employee missed step leaving shop injuring knee,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,0200024,,2024
220242890054,"The employee reports that EE pinched their finger between a 4"" steel pipe and a rock while EE was setting the pipe on the ground.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Miner, NEC",UNDERGROUND,HANDLING OF MATERIALS,2401879,,2024
220240520005,"Loading a shot, was struck in the head by the moving Auger Tube. (recordable after the appointment on 2/13/24)",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling explosives,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",POWERED HAULAGE,4000082,B5137,2024
220242290022,Two rope bolts had gotten lodged behind drill boom on bolter. EE extended the boom and was pulling on rope bolt when the second one came loose and struck EE in the lip requiring 6 sutures to close the laceration,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,HANDLING OF MATERIALS,4609575,,2024
220242540014,"The employee was cutting a crib bag fill hose with a cutting tool and in the process cut left index finger, causing a laceration. This incident did not involve any aspect of compliance with rules and regulations; mine equipment or mining system; job skills and miner proficiency, training and attitude; or protective items relating to clothing, or protective devices on equipment.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDTOOLS (NONPOWERED),3607230,Z132,2024
220242350004,"While discussing the next shift's work with other contractors, a piece of refractory fell from near the top of the stack, striking employee directly on the top of EE's hard hat, knocking EE unconscious. EE regained consciousness and was transported to hospital. EE has a fractured skull and cheek bone.",1,DAYS AWAY FROM WORK ONLY,SERIOUS INJURY,Idle,"Prep plant foreman, Supervisor, Mill plant supervisor, Kiln supervisor",MILL OPERATION/PREPARATION PLANT,POWERED HAULAGE,2103404,CFA,2024
220243540030,"IE was welding in a haul truck bed installing new bed liners. EE sustained corneal flash burn because the digital welding shield's batteries , which went unnoticed until the next morning when EE woke up in pain. EE's wife took EE to the emergency room, where EE was prescribed Cortisporin ophthalmic drops and released after receiving medical treatment beyond first aid.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Welding or cutting,Welder (shop),"STRIP, QUARY, OPEN PIT",MACHINERY,1200136,B328,2024
220242530022,A roof fall was discovered in the primary escapeway at 39 crosscut on #11 Belt in the #6 entry measuring approximately 70' wide x 20' long x 6' thick. This was a continuation of a roof fall that had previously been reported and dangered off.,1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,4604236,,2024
220250730011,On 11/18/2024 an Employee was getting into a pickup truck when employee slipped on the ice and caught themself on the door. Employee felt a twinge in lower back. Employee was taken in for a check up. Doctor gave a full release to go back to work no restrictions. We found out on 3/5/2025 the employee was using chiropractic care to treat the injury.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,1001590,,2024
